car-id,hours
20154019014037-909,1.2
20154019064018-400,0.8
20154019064052-72,32.5
20154019074002-798,2.85
20154019094031-164,0.967
20154019094032-955,0.433
20154019104036-155,84.083
20154019114056-143,0.583
20154019124057-626,93.383
20154020014041-64,0.983
20154020024025-608,20.55
20154020024044-998,68.717
20154020064001-815,0.283
20154020064005-519,1.15
20154020074034-240,0.6
20154020084046-212,1.25
20154020094036-474,0.8
20154020114057-829,0.5
20154021014001-277,96.233
20154021044011-956,2.233
20154021044054-397,14.533
20154021054041-801,0.35
20154021074026-934,84.417
20154021094037-540,2.783
20154021124002-193,68.25
20154021124053-807,0.65
20154022044005-497,0.5
20154022094032-411,0.517
20154022094045-758,0.567
20154022104023-25,0.783
20154022104050-662,100.533
20154023014004-410,0.983
20154023014021-519,1.217
20154023044021-772,44.65
20154023044028-20,183.867
20154023044047-684,40.333
20154023044057-706,0.783
20154023054048-289,0.55
20154023064009-80,76.25
20154023084005-11,61.917
20154023084052-167,54.567
20154023084059-267,47.567
20154023094051-730,0.333
20154023114025-400,1.033
20154023114043-198,0.533
20154024034000-968,69.383
20154024034035-259,18.183
20154024044050-101,89.667
20154024054007-766,9.4
20154024064023-567,276.25
20154024074003-16,0.433
20154024084014-114,1.2
20154024084056-354,50.233
20154024104023-492,0.983
20154025044040-916,2.383
20154025064002-192,1.033
20154025084012-749,0.5
20154025084030-323,101.4
20154025094008-773,22.85
20154025094043-486,2.417
20154025104021-837,0.4
20154025114030-785,0.883
20154025124046-991,18.033
20154026024058-952,50.933
20154026034051-679,29.433
20154026064046-481,0.95
20154026064058-741,0.35
20154026084019-504,72.233
20154026094053-772,62.25
20154026104009-242,164.45
20154026104010-209,0.833
20154026124034-23,0.85
20154027014057-847,92.483
20154027024014-523,69.45
20154027024025-199,53.133
20154027054016-842,0.517
20154027054037-715,18.5
20154027074016-388,2.333
20154027074029-955,76.283
20154027094059-666,1.967
20154027114042-147,33.483
20154027124020-1,0.917
20154028024025-412,0.483
20154028034007-248,0.517
20154028054041-169,0.933
20154028064022-977,0.317
20154028074004-866,37.283
20154028084056-791,171.233
20154028094035-124,0.533
20154028104000-762,2.4
20154029064002-238,77.35
20154029064014-316,0.6
20154029094009-664,0.317
20154030014017-971,2.0
20154030024047-702,0.533
20154030024055-701,42.367
20154030074051-343,0.917
20154030094014-979,46.367
20154030094027-816,146.717
20154030104055-168,150.583
20154030124024-979,0.583
20154031034012-555,0.917
20154031034031-358,1.217
20154031064052-537,1.933
20154031094054-93,0.383
20154031114007-403,2.133
20154101014157-341,100.633
20154101024112-589,0.367
20154101034146-410,0.333
20154101104121-957,0.783
20154102014126-174,0.833
20154102014133-632,26.517
20154102024151-886,2.933
20154102044113-988,2.4
20154102054122-35,139.3
20154102054146-649,1.133
20154102064127-486,41.067
20154102064141-457,0.483
20154102064149-827,0.55
20154102094110-15,0.783
20154102104114-973,32.15
20154102104153-159,0.933
20154102114107-39,1.9
20154102114109-572,46.95
20154102114141-894,44.317
20154102114150-147,0.8
20154102124124-992,20.5
20154103044135-158,0.367
20154103054117-454,1.267
20154103064143-365,0.467
20154103084118-72,81.483
20154103084141-252,178.633
20154103094100-193,0.6
20154103124122-473,0.583
20154104014129-521,0.417
20154104044114-321,1.067
20154104044115-177,0.933
20154104054114-147,169.933
20154104064113-956,366.0
20154104084104-664,1.783
20154104084152-634,1.083
20154104094134-985,0.75
20154104114100-134,199.867
20154104114100-580,33.633
20154104114144-550,0.633
20154105024125-706,120.917
20154105024146-407,2.0
20154105044140-645,119.75
20154105054102-171,0.283
20154105054122-296,0.85
20154105054132-343,0.517
20154105104118-281,0.567
20154105104122-644,82.967
20154106044147-121,0.717
20154106054106-428,3.417
20154106054126-881,53.467
20154106064107-561,0.333
20154106074104-999,0.833
20154106074146-482,0.6
20154106084128-953,0.55
20154106094112-225,45.7
20154106094124-665,0.517
20154107034113-933,0.933
20154107044146-623,0.833
20154107044154-514,41.367
20154107054150-318,1.483
20154107064122-126,0.55
20154107074130-137,224.05
20154107094119-348,2.333
20154107094120-553,1.167
20154107104119-514,0.483
20154107104138-147,84.683
20154107104157-998,2.167
20154107114151-839,44.883
20154107124133-326,165.5
20154107124142-501,34.1
20154108014111-723,0.55
20154108014126-563,151.417
20154108024107-766,0.367
20154108034131-291,51.533
20154108064156-761,0.3
20154108094103-458,0.633
20154108114121-535,150.667
20154109014116-716,26.267
20154109034123-194,0.967
20154109034145-873,0.617
20154109044143-428,0.933
20154109064111-406,2.25
20154109074131-62,56.417
20154109084147-454,1.6
20154109094118-83,0.567
20154109104113-129,0.517
20154110024103-797,1.75
20154110054139-862,2.2
20154110064123-404,0.5
20154110084110-852,0.567
20154111024150-826,27.817
20154111034148-335,76.583
20154111044139-392,0.55
20154111054107-471,0.4
20154111054116-626,0.483
20154111074111-452,130.867
20154111084119-363,36.45
20154111094103-46,0.483
20154111094159-894,0.483
20154111114145-439,27.633
20154112014114-381,1065.317
20154112034139-814,0.55
20154112044111-362,1.317
20154112044115-553,0.517
20154112044145-237,1.417
20154112054153-889,0.767
20154112084109-806,86.467
20154112094107-810,124.867
20154112094153-72,0.517
20154112104108-585,0.333
20154113014112-34,0.967
20154113014144-954,0.333
20154113034158-162,3.0
20154113044136-32,1.583
20154113074143-823,35.683
20154113094135-208,0.533
20154113114117-693,106.767
20154114014105-799,53.067
20154114034126-781,76.45
20154114054132-501,27.033
20154114064117-879,8.1
20154114064153-342,33.75
20154114074114-154,2.617
20154114094103-483,52.167
20154114094138-630,0.483
20154114104136-340,0.983
20154114104153-864,56.8
20154115024109-180,117.533
20154115024133-292,0.517
20154115044115-752,55.0
20154115084152-940,63.183
20154115114122-286,107.55
20154115114133-930,0.5
20154115124102-576,152.617
20154115124146-703,90.45
20154116034139-452,26.533
20154116044127-905,0.75
20154116064140-496,0.967
20154116074134-300,79.75
20154116084108-19,1.15
20154116084111-994,0.383
20154116094115-530,73.7
20154116104159-524,0.95
20154116114152-553,1.667
20154117014151-49,0.517
20154117024110-233,1.9
20154117024144-496,93.867
20154117034138-371,1.967
20154117054141-402,37.133
20154117054153-286,26.033
20154117064148-969,127.85
20154117114103-565,1.1
20154117114109-151,0.333
20154117114115-203,1.6
20154118034109-720,0.5
20154118074141-911,1.0
20154118084103-860,0.583
20154118094119-116,2.5
20154118094129-26,1.433
20154118104113-978,24.333
20154118114130-34,102.367
20154119014158-913,1.433
20154119024105-829,313.65
20154119024134-170,0.45
20154119044145-356,1.567
20154119064147-274,0.95
20154119074113-792,48.233
20154119074133-741,62.3
20154119094154-19,24.033
20154119104121-842,0.533
20154119104142-683,0.333
20154120014128-465,49.467
20154120044149-948,0.333
20154120044152-592,0.5
20154120054152-653,0.85
20154120094127-321,169.683
20154120094138-417,99.1
20154120104143-547,0.483
20154120104147-386,0.733
20154120124135-151,0.983
20154121034111-173,0.483
20154121064113-144,0.35
20154121084107-952,179.95
20154121084112-914,0.6
20154121094145-294,193.117
20154121114123-822,1.067
20154121114124-273,0.767
20154121124110-292,198.617
20154122034109-697,1.167
20154122034142-353,66.583
20154122054140-30,38.467
20154122054153-125,0.933
20154122074105-174,87.717
20154122074116-413,2.783
20154122074120-577,1.117
20154123034134-941,0.5
20154123054103-632,90.033
20154123094105-815,0.517
20154123094155-364,0.3
20154123104149-343,1.15
20154124024118-504,44.3
20154124024130-878,64.2
20154124044141-426,46.483
20154124054158-779,1.367
20154124064145-819,0.433
20154124074100-587,0.483
20154124074156-737,0.6
20154124094154-305,0.883
20154124104119-137,27.817
20154124124106-525,72.983
20154124124153-214,1.05
20154125014101-681,0.583
20154125014129-206,0.617
20154125034104-451,0.8
20154125044106-999,51.467
20154125044126-431,0.85
20154125054105-873,0.6
20154125074116-47,255.067
20154125074157-46,278.933
20154125084143-150,53.9
20154125094109-674,0.9
20154125104102-486,1.117
20154125114130-0,0.75
20154126014149-199,7.683
20154126024152-89,101.467
20154126024158-664,43.25
20154126034153-995,1.083
20154126054114-343,0.567
20154126064136-539,25.483
20154126074158-852,1.233
20154126094133-632,85.733
20154126094153-832,0.55
20154127034153-72,147.817
20154127044120-550,0.467
20154127044142-653,0.883
20154127084141-786,36.4
20154127084151-732,34.633
20154127094104-659,0.75
20154127094129-318,118.683
20154127114129-6,51.267
20154127114159-870,117.533
20154127124138-224,0.367
20154127124144-803,79.3
20154128074135-529,0.8
20154128074142-620,0.517
20154128074155-209,1.1
20154128094123-201,124.95
20154128104117-651,1.583
20154128104144-208,22.85
20154128124157-121,0.35
20154129034133-355,26.467
20154129034147-83,1.033
20154129044136-415,112.133
20154129054147-511,0.35
20154129084107-872,25.55
20154129084132-74,25.217
20154129104156-348,0.833
20154130024133-170,0.433
20154130034153-108,0.933
20154130054121-838,0.95
20154130064118-387,1.65
20154130084124-868,0.9
20154130084155-739,34.633
20154130104133-234,0.583
20154130114152-221,0.833
20154130124118-316,32.367
20154131064107-934,5.733
20154131064108-409,0.317
20154131064108-797,73.967
20154131094115-269,0.317
20154131114102-992,1.383
20154201014236-36,1.5
20154201024259-199,136.133
20154201034219-24,0.817
20154201034255-306,0.583
20154201054201-550,0.283
20154201064221-52,2.367
20154201074239-177,197.867
20154201074239-730,0.783
20154201074239-779,33.767
20154201084214-252,123.55
20154201094221-490,201.733
20154201104219-192,0.483
20154201104219-611,27.617
20154201104250-936,36.467
20154201114240-341,0.483
20154201114254-498,30.15
20154201114257-240,0.483
20154202014210-253,44.667
20154202014212-469,0.45
20154202034212-341,0.783
20154202034222-47,19.183
20154202064209-590,0.533
20154202074243-737,87.933
20154202094219-27,1.817
20154202114234-259,2.067
20154203044240-260,171.817
20154203054255-917,1.7
20154203064217-174,39.883
20154203064250-782,1.033
20154203094225-386,0.95
20154203094245-860,0.95
20154203104244-910,0.933
20154204014240-350,1.15
20154204014240-585,1.15
20154204024203-816,0.517
20154204024204-803,143.917
20154204034201-197,1.85
20154204034204-463,2.55
20154204034234-400,46.0
20154204084241-403,1.517
20154204104255-618,1.067
20154204124245-802,27.717
20154205014234-263,0.783
20154205024202-124,1.0
20154205034205-330,16.1
20154205044257-706,0.55
20154205064237-776,131.683
20154205074239-830,0.6
20154205094230-49,0.55
20154206024239-384,0.3
20154206094218-555,198.867
20154206114227-195,0.783
20154207044223-674,1.65
20154207054238-987,3.483
20154207064238-836,39.033
20154207074217-654,0.467
20154207084222-772,33.517
20154207094201-679,0.583
20154207094231-475,1.867
20154207094232-699,0.367
20154207114257-472,174.967
20154207124241-479,0.367
20154207124243-258,1.117
20154208034244-0,65.433
20154208064213-155,1.25
20154208074227-295,54.567
20154208084235-526,0.867
20154208084239-270,0.5
20154208084255-257,0.967
20154208094209-150,0.533
20154209024222-720,0.9
20154209034251-421,0.367
20154209044216-651,21.267
20154209054227-699,70.333
20154209074201-961,0.4
20154209084232-299,0.5
20154209084258-437,0.917
20154209094240-466,1.5
20154209104204-174,45.483
20154209114214-958,0.417
20154209124209-547,0.367
20154209124224-722,1.717
20154210014220-695,74.717
20154210034214-844,1.983
20154210064241-373,7.333
20154210104202-41,0.917
20154210104209-855,55.65
20154210114250-231,1.75
20154210124200-338,1.633
20154210124201-733,97.883
20154210124210-941,0.967
20154211024216-107,312.417
20154211024216-713,0.9
20154211034247-278,244.8
20154211054209-984,114.717
20154211064214-600,0.8
20154211064241-592,151.233
20154211074259-773,38.583
20154211084219-154,1.483
20154211084227-429,1.433
20154211094211-143,0.317
20154211104241-339,19.85
20154212034222-845,0.583
20154212044215-152,87.3
20154212044243-346,54.283
20154212054245-458,28.233
20154212064205-889,55.433
20154212064234-627,2.717
20154212074205-242,1.05
20154212074234-478,5.55
20154212084212-789,172.667
20154212104211-65,59.533
20154212104222-8,3.367
20154212104231-5,197.5
20154212104236-58,1.183
20154212104244-750,81.733
20154212104246-428,1.083
20154212104249-304,1.75
20154212114201-175,25.2
20154212114258-729,28.317
20154212124243-340,2.183
20154213024205-43,0.483
20154213024208-839,258.717
20154213024216-561,50.267
20154213034230-706,0.933
20154213044221-384,20.383
20154213044259-545,39.25
20154213094240-842,27.483
20154213104251-709,1.067
20154213114224-714,0.467
20154213124252-641,1.567
20154214024242-219,1.05
20154214044236-612,0.367
20154214044236-934,63.633
20154214054203-453,0.533
20154214064217-704,391.517
20154214064232-812,74.2
20154214084221-294,2.433
20154214104218-27,0.317
20154214114255-788,1.117
20154215014241-33,2.1
20154215024235-585,0.933
20154215074223-266,33.4
20154215114244-418,25.633
20154215124253-8,102.333
20154216024201-733,1.783
20154216024204-768,1.6
20154216034202-965,0.617
20154216034241-337,0.5
20154216034256-486,214.217
20154216084221-101,107.283
20154216094238-311,0.5
20154216104223-278,49.3
20154216104233-612,0.517
20154216104239-427,35.633
20154216114235-759,1.767
20154217014250-905,0.7
20154217024216-818,41.483
20154217034220-309,199.35
20154217044214-559,66.617
20154217064210-311,1.5
20154217064237-436,0.517
20154217064249-838,7.517
20154217104217-430,45.267
20154217104228-732,413.55
20154217104228-922,0.4
20154217124209-940,56.85
20154217124253-245,1.017
20154218024228-691,143.033
20154218064224-524,0.533
20154218064224-711,1.233
20154218064237-120,0.433
20154218064254-866,8.333
20154218074200-760,0.717
20154218094206-133,0.617
20154218114238-384,52.15
20154218124259-772,58.283
20154219014209-728,0.6
20154219084210-14,70.7
20154219094203-849,23.7
20154219094236-720,0.333
20154219104212-500,0.533
20154219104241-223,52.85
20154219114228-262,33.033
20154220014207-265,0.95
20154220044203-784,21.0
20154220044210-901,1.683
20154220054254-247,26.85
20154220084208-864,48.917
20154221024240-685,1.483
20154221034210-218,0.35
20154221064205-207,134.633
20154221064223-143,8.6
20154221124220-61,70.25
20154221124230-401,0.917
20154222014258-614,0.467
20154222034228-99,48.15
20154222054227-909,4.833
20154222064210-989,62.533
20154222064254-555,99.183
20154222124252-449,5.55
20154223044219-363,1.433
20154223044238-230,1.15
20154223044243-199,16.5
20154223094233-408,0.917
20154223094235-562,1.133
20154223104254-46,347.45
20154224024243-441,215.4
20154224024247-121,102.133
20154224054258-457,0.5
20154224064222-83,0.583
20154224064246-493,3.517
20154224114208-356,2.333
20154224114240-680,149.367
20154224114248-796,0.417
20154224124203-336,50.183
20154225024250-848,142.617
20154225044228-490,52.283
20154225064221-390,0.517
20154225074218-903,0.517
20154225074252-957,0.6
20154225094209-391,0.467
20154225114209-403,0.5
20154225114217-528,2.0
20154225114250-921,0.517
20154226024225-112,0.417
20154226054229-220,145.683
20154226054249-628,98.333
20154226074229-276,1.217
20154226084225-514,0.483
20154226124227-55,0.517
20154227024229-598,0.533
20154227034256-970,0.483
20154227054208-498,278.5
20154227054240-936,18.033
20154227084214-677,4.917
20154227084245-696,0.5
20154227104201-42,0.383
20154227114255-944,28.683
20154227124221-606,43.05
20154228034255-582,0.9
20154228044234-553,218.767
20154228054230-169,28.117
20154228054248-376,1.083
20154228064255-879,1.15
20154228074250-471,167.733
20154229014226-973,90.717
20154229034208-913,1.383
20154229044237-309,0.3
20154229064228-601,0.583
20154229064247-967,274.983
20154229074227-130,0.967
20154229094213-344,0.3
20154229104255-661,75.05
20154229124231-957,0.317
20154230024256-985,0.95
20154230044228-559,2.217
20154230064213-204,23.8
20154230094206-93,105.45
20154231024256-741,428.267
20154231044211-574,0.283
20154231084229-906,1.283
20154231084240-825,50.983
20154231094224-818,0.55
20154231114214-462,0.283
20154231124246-848,1.35
20154301044347-104,0.583
20154301064333-561,0.883
20154301074308-402,28.017
20154301114306-910,0.967
20154301124328-262,0.833
20154302044305-268,0.283
20154302064318-613,1.183
20154302064319-564,34.05
20154302084310-559,0.8
20154302084358-573,31.667
20154302094310-152,122.383
20154302104311-666,0.533
20154302104354-580,1.1
20154303014356-798,118.15
20154303024314-609,30.15
20154303024324-525,25.017
20154303024341-464,0.283
20154303034328-896,1.333
20154303044311-176,0.583
20154303044323-840,0.533
20154303054336-852,3.317
20154303064359-839,266.0
20154303074311-913,156.3
20154303074351-681,131.033
20154303074358-511,0.4
20154303084322-126,0.483
20154303094318-187,36.367
20154303104350-928,30.333
20154303124307-81,1.833
20154303124314-941,49.433
20154304014359-573,1.55
20154304034314-809,1.667
20154304044309-97,0.367
20154304044322-62,0.5
20154304044323-645,26.133
20154304044326-805,53.383
20154304074334-798,121.133
20154304074340-809,87.833
20154304074354-660,0.45
20154304084356-835,1.317
20154305014335-971,103.317
20154305024352-766,0.9
20154305044352-136,1.883
20154305054350-339,77.55
20154305074304-694,0.483
20154305074337-913,0.417
20154305084350-216,146.45
20154305094304-138,198.433
20154305094348-630,3.383
20154305104337-479,0.983
20154305104356-568,0.6
20154305114338-705,0.517
20154305114351-64,1.0
20154306044342-841,16.05
20154306054321-56,38.75
20154306084324-61,0.483
20154306084336-628,457.65
20154306114333-217,0.767
20154307024334-228,89.15
20154307024341-203,0.417
20154307044359-536,1.15
20154307054354-49,0.417
20154307104312-689,1.467
20154307104328-677,0.567
20154307124353-199,236.317
20154307124354-819,34.667
20154308014359-25,0.317
20154308034348-264,0.533
20154308034359-236,234.95
20154308094328-663,0.35
20154308114314-130,0.85
20154308114355-732,0.383
20154308124303-964,1.5
20154308124319-670,47.617
20154308124335-8,0.467
20154309034300-556,1.083
20154309034309-959,0.917
20154309034353-71,0.533
20154309044344-578,15.25
20154309054331-529,17.167
20154309064344-904,1.083
20154309064357-666,0.483
20154309074309-745,0.333
20154309074338-532,129.25
20154309084354-984,83.45
20154309084355-477,0.9
20154309094342-984,0.483
20154309104322-867,56.483
20154309114329-296,106.367
20154309124347-330,2.017
20154310014313-489,2.083
20154310024344-489,44.983
20154310044352-738,72.317
20154310044355-435,125.167
20154310054319-507,3.033
20154310054327-591,68.733
20154310084342-200,0.567
20154310104327-25,0.733
20154310114354-581,32.85
20154311024320-794,0.317
20154311024330-361,0.85
20154311024355-911,18.867
20154311034317-220,87.967
20154311044358-220,49.1
20154311064355-564,0.983
20154311084343-102,27.833
20154311114324-772,0.317
20154311124300-456,0.517
20154312014352-916,26.117
20154312034301-370,1.6
20154312074332-201,9.183
20154312084309-917,0.983
20154312084345-256,1.133
20154312104338-278,1.117
20154312114315-27,1.05
20154312114332-412,24.867
20154312124334-595,22.417
20154313014303-514,0.833
20154313014319-355,0.317
20154313024305-895,0.967
20154313024306-954,0.767
20154313034330-946,0.35
20154313074351-635,2.267
20154313094339-456,0.55
20154313104301-766,0.45
20154313114342-768,0.517
20154313124349-922,1.05
20154314024310-662,1.117
20154314034325-940,1.1
20154314044331-360,137.95
20154314054309-806,239.167
20154314064305-777,0.517
20154314064318-347,73.233
20154314064353-245,1.083
20154314084327-265,84.483
20154314084339-382,1.0
20154314114311-549,95.05
20154314114358-787,0.933
20154315014354-14,1.75
20154315024321-314,1.083
20154315054322-3,0.45
20154315064331-937,27.45
20154315084334-324,3.833
20154315084342-476,0.5
20154315094308-578,0.483
20154315094344-834,108.283
20154315104341-875,2.617
20154315114305-241,0.317
20154315114328-382,104.883
20154316024332-129,1.433
20154316024349-453,167.433
20154316054307-980,1.1
20154316094311-12,27.65
20154316104315-699,0.783
20154316104341-889,50.133
20154316114304-382,1.117
20154316124308-991,42.917
20154317014321-975,0.533
20154317014329-54,21.033
20154317044339-251,2.3
20154317054301-688,0.517
20154317064310-833,50.483
20154317084350-24,1.25
20154317094332-218,0.667
20154317094341-230,0.533
20154317114331-457,33.633
20154318074304-92,0.467
20154318074307-961,2.35
20154318074327-65,23.933
20154318114331-117,0.883
20154318124329-861,0.333
20154319034347-45,0.95
20154319044337-154,100.933
20154319064317-874,0.45
20154319074314-56,1.317
20154319074317-573,143.15
20154319074317-628,0.35
20154319094356-421,0.3
20154319104353-504,21.633
20154320014344-198,151.433
20154320014349-634,121.417
20154320034327-688,0.333
20154320064328-347,179.55
20154320074335-899,0.483
20154320084310-762,2.233
20154320094352-113,25.733
20154321024351-62,1.117
20154321074307-245,53.683
20154321084329-326,55.65
20154321094330-557,1.333
20154321124336-179,440.25
20154322044301-121,1.117
20154322044336-436,111.517
20154322054320-298,0.483
20154323044356-897,0.533
20154323054334-813,0.3
20154323064305-880,40.15
20154323084319-194,82.117
20154323094300-114,0.3
20154323114321-363,0.433
20154323114356-898,3.333
20154323124305-371,1.033
20154323124317-79,1.017
20154323124336-960,342.5
20154324014310-391,28.467
20154324014347-139,22.95
20154324024302-237,0.45
20154324024328-309,0.283
20154324024354-470,0.317
20154324024355-579,16.183
20154324034301-448,0.767
20154324034340-292,0.6
20154324034351-995,0.367
20154324044344-591,0.533
20154324064354-382,0.867
20154324074320-162,0.85
20154324084313-457,55.65
20154324094311-697,73.45
20154324124340-646,1.017
20154325024349-137,0.35
20154325044303-21,92.817
20154325074316-323,63.683
20154325084307-908,1.117
20154325084324-658,0.517
20154325114303-212,1.817
20154325114323-182,45.117
20154325124346-290,1.267
20154326034342-937,28.983
20154326044353-158,265.683
20154326104345-896,1.233
20154326124353-561,0.517
20154327094301-825,0.583
20154327094302-996,0.783
20154327104354-806,0.483
20154327124354-540,1.567
20154328044302-517,238.183
20154328054303-951,0.533
20154328054340-157,1.917
20154328084349-846,133.883
20154328104304-362,0.317
20154328124300-548,0.35
20154329014358-80,3.117
20154329024334-251,0.367
20154329044318-650,0.8
20154329054337-727,1.15
20154329064303-556,0.283
20154329064331-898,0.5
20154329124314-622,0.433
20154330014342-384,100.917
20154330024309-947,0.333
20154330024325-110,116.15
20154330034344-832,0.267
20154330094335-317,0.35
20154330124306-894,1.05
20154331024312-424,0.483
20154331034339-123,1.45
20154331044349-646,0.483
20154331064335-322,0.467
20154331084301-440,0.5
20154331094357-320,0.833
20154401034422-998,113.317
20154401074429-771,1.05
20154401104416-538,20.417
20154401114403-876,0.5
20154401114438-695,1.617
20154402034401-435,27.383
20154402034416-232,0.45
20154402034422-248,198.7
20154402044412-377,134.067
20154402044449-102,0.933
20154402054410-14,1.167
20154402054434-251,0.883
20154402064416-314,0.3
20154402124413-668,27.767
20154403014425-796,1.2
20154403014430-537,0.5
20154403054427-199,43.283
20154403054444-186,0.8
20154403064441-487,0.6
20154403084410-270,0.317
20154403084444-706,0.317
20154403104439-719,1.367
20154404024426-337,41.433
20154404024444-783,56.433
20154404044426-903,1.367
20154404044452-704,25.783
20154404054415-713,3.9
20154404064457-308,80.267
20154404074423-76,73.117
20154404074458-997,0.9
20154404094427-555,1.083
20154404094430-924,37.55
20154404114431-907,0.5
20154404114459-43,74.217
20154405014454-661,1.35
20154405034405-591,22.25
20154405034454-883,43.35
20154405044437-466,1.433
20154405054409-981,2.2
20154405054428-26,0.417
20154405064401-508,36.867
20154405064444-690,0.55
20154405074410-187,0.367
20154405074442-509,47.633
20154405084402-280,22.217
20154405094402-820,108.067
20154406044427-579,96.283
20154406044443-482,1.067
20154406104424-345,1.217
20154406124402-983,0.6
20154406124441-863,0.8
20154407014405-908,72.033
20154407024400-526,2.633
20154407024412-194,67.833
20154407034408-576,0.817
20154407034414-393,1.0
20154407064407-815,0.85
20154407074409-70,0.867
20154407084406-55,119.867
20154407104408-451,93.067
20154407114429-288,0.833
20154408014459-479,41.55
20154408024404-90,1.033
20154408024437-581,2.4
20154408044436-655,236.083
20154408064412-833,25.983
20154408064440-273,0.5
20154408074420-516,25.567
20154408094400-252,0.767
20154408094429-109,1.0
20154408104418-267,0.483
20154408124449-448,0.467
20154408124457-555,74.95
20154409044423-907,198.433
20154409044439-912,70.333
20154409054455-450,0.767
20154409084407-538,0.483
20154409084413-801,59.417
20154410014439-243,0.5
20154410024451-978,31.183
20154410054454-887,0.967
20154410114421-764,0.75
20154410114456-722,2.25
20154410124411-337,50.067
20154410124427-370,29.233
20154411024426-868,32.55
20154411024449-72,0.45
20154411064400-936,1.05
20154411064440-435,31.567
20154411074406-199,0.483
20154411074439-224,2.583
20154411104410-894,0.333
20154412014428-448,125.383
20154412024403-809,53.0
20154412034444-733,0.533
20154412044412-297,1.833
20154412044422-275,0.367
20154412044423-504,0.9
20154412064426-801,1.467
20154412084406-385,1.183
20154412104452-262,22.283
20154412114408-299,175.117
20154412114442-702,1.05
20154412124411-6,239.4
20154413044446-614,0.917
20154413074407-257,134.283
20154414014438-128,0.583
20154414024400-712,95.617
20154414024455-447,98.25
20154414044430-854,0.617
20154414094401-452,1.3
20154414094406-360,1.217
20154414094410-181,1.217
20154414094441-876,0.433
20154414114435-629,3.383
20154414114437-964,1.183
20154414124406-469,1.2
20154414124412-684,126.883
20154415014417-163,48.133
20154415064447-909,107.717
20154415064448-712,302.35
20154415084411-333,0.55
20154415114438-543,56.917
20154416024437-390,0.967
20154416044414-95,69.583
20154416054424-28,39.15
20154416054433-55,0.75
20154416054448-708,3.2
20154416074444-263,49.283
20154416084444-481,0.35
20154416094412-197,0.317
20154416124424-327,1.067
20154417044459-237,1.633
20154417054458-449,120.733
20154417064427-657,0.9
20154417074427-897,0.467
20154417084423-551,0.483
20154417084441-213,0.5
20154417084454-73,1.9
20154417094415-108,2.817
20154417094442-343,1.1
20154417114443-51,32.017
20154417114443-748,22.15
20154418024416-474,0.483
20154418024447-204,0.833
20154418044419-353,1.7
20154418044437-34,49.983
20154418044447-947,0.45
20154418064412-605,0.55
20154418104408-406,0.45
20154418114407-382,0.6
20154419024438-705,22.833
20154419054446-648,4.3
20154419084429-25,124.017
20154419084431-507,1.133
20154419104411-33,0.533
20154419104442-444,1.667
20154419114439-303,32.933
20154420014428-416,1.9
20154420024426-231,0.383
20154420044401-882,0.933
20154420054435-183,45.817
20154420054455-558,42.933
20154420064402-308,0.467
20154420094416-248,0.3
20154420094443-603,21.45
20154420104403-205,1.817
20154420114455-24,0.483
20154420114457-164,0.983
20154420124400-903,1.633
20154421014437-375,47.75
20154421024437-278,126.267
20154421024443-839,0.667
20154421024444-922,1.983
20154421044426-552,48.867
20154421044438-271,0.583
20154421044450-831,111.433
20154421054430-525,43.117
20154421074459-698,0.567
20154421094452-315,0.35
20154421114410-110,0.317
20154422074419-68,0.5
20154422084401-555,28.967
20154422114404-501,118.183
20154422124407-513,68.45
20154423014421-678,0.55
20154423014424-392,193.7
20154423044409-968,54.433
20154423044431-936,94.033
20154423074419-20,0.35
20154423074437-690,82.5
20154423094459-117,103.0
20154423114405-513,1.967
20154423124414-291,0.933
20154423124442-224,174.8
20154424014431-732,74.183
20154424054432-658,0.483
20154424064452-683,6.133
20154424084414-48,171.933
20154424094438-22,0.5
20154424104413-617,2.0
20154424114431-782,0.333
20154424124420-192,0.467
20154425034411-890,0.767
20154425034419-941,0.6
20154425094409-243,1.883
20154425094430-276,178.433
20154425114422-810,68.9
20154425124407-720,1.033
20154426024411-840,78.833
20154426024421-542,0.75
20154426034420-319,0.733
20154426054401-248,239.15
20154426054436-417,1.65
20154426064422-150,0.3
20154426064448-113,1.0
20154426094402-24,0.917
20154426094449-685,0.95
20154427014422-855,0.35
20154427014449-383,78.417
20154427014452-663,0.667
20154427024429-109,69.817
20154427034432-511,66.5
20154427034434-710,1.883
20154427064420-988,0.9
20154427094445-652,0.4
20154428024444-390,2.917
20154428044434-0,1.15
20154428054406-629,0.783
20154428064405-937,5.4
20154428064410-192,26.283
20154428064447-130,1.067
20154428084433-983,1.45
20154428094403-173,35.8
20154428104404-828,79.817
20154428114412-322,106.3
20154428114434-818,115.8
20154428124429-300,18.067
20154429034402-935,28.917
20154429044417-123,0.483
20154429054444-507,2.25
20154429114404-718,1.767
20154429124436-765,0.933
20154429124439-546,34.5
20154430014454-721,18.567
20154430024407-253,0.55
20154430034428-915,568.233
20154430034436-879,50.333
20154430044428-12,0.467
20154430054401-271,2.633
20154430054440-890,1.4
20154430054442-410,45.483
20154430064432-451,64.633
20154430084401-298,149.1
20154430084412-385,0.783
20154430104428-685,0.5
20154430104437-875,0.533
20154430114430-240,2.9
20154430124427-412,1.55
20154431014412-348,1.167
20154431014456-46,0.417
20154431024445-873,1.6
20154431054410-595,2.783
