,Unnamed: 0,Timestamp,car-id,car-type,gate-name,Date,gate_type
96604,96604,2015-08-21 15:11:02,20154519024544-322,2,ranger-stop2,2015-08-21,ranger-stop
96608,96608,2015-08-21 15:13:29,20154519024544-322,2,general-gate1,2015-08-21,general-gate
96632,96632,2015-08-21 15:23:54,20154519024544-322,2,general-gate4,2015-08-21,general-gate
96650,96650,2015-08-21 15:30:27,20154519024544-322,2,general-gate7,2015-08-21,general-gate
96666,96666,2015-08-21 15:39:34,20154519024544-322,2,camping4,2015-08-21,camping
99030,99030,2015-08-23 23:42:25,20154519024544-322,2,camping4,2015-08-23,camping
99031,99031,2015-08-23 23:51:26,20154519024544-322,2,general-gate7,2015-08-23,general-gate
99032,99032,2015-08-23 23:58:00,20154519024544-322,2,general-gate4,2015-08-23,general-gate
99033,99033,2015-08-24 00:08:26,20154519024544-322,2,general-gate1,2015-08-24,general-gate
99034,99034,2015-08-24 00:10:53,20154519024544-322,2,ranger-stop2,2015-08-24,ranger-stop
99035,99035,2015-08-24 00:13:43,20154519024544-322,2,ranger-stop0,2015-08-24,ranger-stop
99036,99036,2015-08-24 00:16:43,20154519024544-322,2,general-gate2,2015-08-24,general-gate
99037,99037,2015-08-24 00:27:28,20154519024544-322,2,general-gate5,2015-08-24,general-gate
99038,99038,2015-08-24 00:36:49,20154519024544-322,2,entrance4,2015-08-24,entrance
99957,99957,2015-08-24 18:36:48,20155705025759-63,1,camping3,2015-08-24,camping
99964,99964,2015-08-24 18:50:12,20155705025759-63,1,general-gate7,2015-08-24,general-gate
99967,99967,2015-08-24 19:00:05,20155705025759-63,1,camping5,2015-08-24,camping
103808,103808,2015-08-28 14:56:48,20154519024544-322,2,entrance4,2015-08-28,entrance
103830,103830,2015-08-28 15:06:05,20154519024544-322,2,general-gate5,2015-08-28,general-gate
103844,103844,2015-08-28 15:16:51,20154519024544-322,2,general-gate2,2015-08-28,general-gate
103850,103850,2015-08-28 15:19:51,20154519024544-322,2,ranger-stop0,2015-08-28,ranger-stop
103858,103858,2015-08-28 15:22:40,20154519024544-322,2,ranger-stop2,2015-08-28,ranger-stop
103862,103862,2015-08-28 15:25:07,20154519024544-322,2,general-gate1,2015-08-28,general-gate
103878,103878,2015-08-28 15:35:32,20154519024544-322,2,general-gate4,2015-08-28,general-gate
103884,103884,2015-08-28 15:42:05,20154519024544-322,2,general-gate7,2015-08-28,general-gate
103895,103895,2015-08-28 15:51:12,20154519024544-322,2,camping4,2015-08-28,camping
106242,106242,2015-08-30 23:40:12,20154519024544-322,2,camping4,2015-08-30,camping
106243,106243,2015-08-30 23:49:13,20154519024544-322,2,general-gate7,2015-08-30,general-gate
106244,106244,2015-08-30 23:55:47,20154519024544-322,2,general-gate4,2015-08-30,general-gate
106245,106245,2015-08-31 00:06:13,20154519024544-322,2,general-gate1,2015-08-31,general-gate
106246,106246,2015-08-31 00:08:40,20154519024544-322,2,ranger-stop2,2015-08-31,ranger-stop
106247,106247,2015-08-31 00:11:30,20154519024544-322,2,ranger-stop0,2015-08-31,ranger-stop
106248,106248,2015-08-31 00:14:30,20154519024544-322,2,general-gate2,2015-08-31,general-gate
106250,106250,2015-08-31 00:25:15,20154519024544-322,2,general-gate5,2015-08-31,general-gate
106252,106252,2015-08-31 00:34:36,20154519024544-322,2,entrance4,2015-08-31,entrance
110247,110247,2015-09-04 14:39:02,20154519024544-322,2,entrance4,2015-09-04,entrance
110258,110258,2015-09-04 14:48:19,20154519024544-322,2,general-gate5,2015-09-04,general-gate
110272,110272,2015-09-04 14:59:05,20154519024544-322,2,general-gate2,2015-09-04,general-gate
110278,110278,2015-09-04 15:02:05,20154519024544-322,2,ranger-stop0,2015-09-04,ranger-stop
110279,110279,2015-09-04 15:04:54,20154519024544-322,2,ranger-stop2,2015-09-04,ranger-stop
110282,110282,2015-09-04 15:07:21,20154519024544-322,2,general-gate1,2015-09-04,general-gate
110296,110296,2015-09-04 15:17:46,20154519024544-322,2,general-gate4,2015-09-04,general-gate
110305,110305,2015-09-04 15:24:19,20154519024544-322,2,general-gate7,2015-09-04,general-gate
110314,110314,2015-09-04 15:33:26,20154519024544-322,2,camping4,2015-09-04,camping
112201,112201,2015-09-06 23:50:14,20154519024544-322,2,camping4,2015-09-06,camping
112203,112203,2015-09-06 23:59:15,20154519024544-322,2,general-gate7,2015-09-06,general-gate
112205,112205,2015-09-07 00:05:49,20154519024544-322,2,general-gate4,2015-09-07,general-gate
112207,112207,2015-09-07 00:16:15,20154519024544-322,2,general-gate1,2015-09-07,general-gate
112208,112208,2015-09-07 00:18:42,20154519024544-322,2,ranger-stop2,2015-09-07,ranger-stop
112210,112210,2015-09-07 00:21:32,20154519024544-322,2,ranger-stop0,2015-09-07,ranger-stop
112214,112214,2015-09-07 00:24:32,20154519024544-322,2,general-gate2,2015-09-07,general-gate
112217,112217,2015-09-07 00:35:17,20154519024544-322,2,general-gate5,2015-09-07,general-gate
112222,112222,2015-09-07 00:44:38,20154519024544-322,2,entrance4,2015-09-07,entrance
115503,115503,2015-09-11 14:46:13,20154519024544-322,2,entrance4,2015-09-11,entrance
115506,115506,2015-09-11 14:55:30,20154519024544-322,2,general-gate5,2015-09-11,general-gate
115512,115512,2015-09-11 15:06:16,20154519024544-322,2,general-gate2,2015-09-11,general-gate
115515,115515,2015-09-11 15:09:16,20154519024544-322,2,ranger-stop0,2015-09-11,ranger-stop
115518,115518,2015-09-11 15:12:05,20154519024544-322,2,ranger-stop2,2015-09-11,ranger-stop
115523,115523,2015-09-11 15:14:32,20154519024544-322,2,general-gate1,2015-09-11,general-gate
115535,115535,2015-09-11 15:24:57,20154519024544-322,2,general-gate4,2015-09-11,general-gate
115540,115540,2015-09-11 15:31:30,20154519024544-322,2,general-gate7,2015-09-11,general-gate
115547,115547,2015-09-11 15:40:37,20154519024544-322,2,camping4,2015-09-11,camping
117484,117484,2015-09-13 23:59:30,20154519024544-322,2,camping4,2015-09-13,camping
117485,117485,2015-09-14 00:08:31,20154519024544-322,2,general-gate7,2015-09-14,general-gate
117486,117486,2015-09-14 00:15:05,20154519024544-322,2,general-gate4,2015-09-14,general-gate
117487,117487,2015-09-14 00:25:31,20154519024544-322,2,general-gate1,2015-09-14,general-gate
117488,117488,2015-09-14 00:27:58,20154519024544-322,2,ranger-stop2,2015-09-14,ranger-stop
117489,117489,2015-09-14 00:30:48,20154519024544-322,2,ranger-stop0,2015-09-14,ranger-stop
117490,117490,2015-09-14 00:33:48,20154519024544-322,2,general-gate2,2015-09-14,general-gate
117492,117492,2015-09-14 00:44:33,20154519024544-322,2,general-gate5,2015-09-14,general-gate
117493,117493,2015-09-14 00:53:54,20154519024544-322,2,entrance4,2015-09-14,entrance
119860,119860,2015-09-17 09:44:02,20155705025759-63,1,camping5,2015-09-17,camping
119868,119868,2015-09-17 09:53:52,20155705025759-63,1,general-gate7,2015-09-17,general-gate
119875,119875,2015-09-17 10:00:46,20155705025759-63,1,general-gate4,2015-09-17,general-gate
119897,119897,2015-09-17 10:11:46,20155705025759-63,1,general-gate1,2015-09-17,general-gate
119899,119899,2015-09-17 10:14:21,20155705025759-63,1,ranger-stop2,2015-09-17,ranger-stop
119903,119903,2015-09-17 10:17:21,20155705025759-63,1,ranger-stop0,2015-09-17,ranger-stop
119907,119907,2015-09-17 10:20:31,20155705025759-63,1,general-gate2,2015-09-17,general-gate
119912,119912,2015-09-17 10:24:10,20155705025759-63,1,general-gate0,2015-09-17,general-gate
119921,119921,2015-09-17 10:31:21,20155705025759-63,1,camping1,2015-09-17,camping
119933,119933,2015-09-17 10:44:02,20155705025759-63,1,camping1,2015-09-17,camping
119940,119940,2015-09-17 10:51:08,20155705025759-63,1,general-gate0,2015-09-17,general-gate
119944,119944,2015-09-17 10:54:46,20155705025759-63,1,general-gate2,2015-09-17,general-gate
119947,119947,2015-09-17 10:57:57,20155705025759-63,1,ranger-stop0,2015-09-17,ranger-stop
119951,119951,2015-09-17 11:00:56,20155705025759-63,1,ranger-stop2,2015-09-17,ranger-stop
119956,119956,2015-09-17 11:03:31,20155705025759-63,1,general-gate1,2015-09-17,general-gate
119972,119972,2015-09-17 11:14:32,20155705025759-63,1,general-gate4,2015-09-17,general-gate
119979,119979,2015-09-17 11:21:29,20155705025759-63,1,general-gate7,2015-09-17,general-gate
119999,119999,2015-09-17 11:39:27,20155705025759-63,1,camping0,2015-09-17,camping
120895,120895,2015-09-18 14:41:04,20154519024544-322,2,entrance4,2015-09-18,entrance
120915,120915,2015-09-18 14:50:21,20154519024544-322,2,general-gate5,2015-09-18,general-gate
120931,120931,2015-09-18 15:01:07,20154519024544-322,2,general-gate2,2015-09-18,general-gate
120934,120934,2015-09-18 15:04:07,20154519024544-322,2,ranger-stop0,2015-09-18,ranger-stop
120937,120937,2015-09-18 15:06:56,20154519024544-322,2,ranger-stop2,2015-09-18,ranger-stop
120941,120941,2015-09-18 15:09:23,20154519024544-322,2,general-gate1,2015-09-18,general-gate
120954,120954,2015-09-18 15:19:48,20154519024544-322,2,general-gate4,2015-09-18,general-gate
120959,120959,2015-09-18 15:26:21,20154519024544-322,2,general-gate7,2015-09-18,general-gate
120977,120977,2015-09-18 15:35:28,20154519024544-322,2,camping4,2015-09-18,camping
122983,122983,2015-09-20 23:51:22,20154519024544-322,2,camping4,2015-09-20,camping
122984,122984,2015-09-21 00:00:23,20154519024544-322,2,general-gate7,2015-09-21,general-gate
122986,122986,2015-09-21 00:06:57,20154519024544-322,2,general-gate4,2015-09-21,general-gate
122987,122987,2015-09-21 00:17:23,20154519024544-322,2,general-gate1,2015-09-21,general-gate
122988,122988,2015-09-21 00:19:50,20154519024544-322,2,ranger-stop2,2015-09-21,ranger-stop
122989,122989,2015-09-21 00:22:40,20154519024544-322,2,ranger-stop0,2015-09-21,ranger-stop
122990,122990,2015-09-21 00:25:40,20154519024544-322,2,general-gate2,2015-09-21,general-gate
122991,122991,2015-09-21 00:36:25,20154519024544-322,2,general-gate5,2015-09-21,general-gate
122992,122992,2015-09-21 00:45:46,20154519024544-322,2,entrance4,2015-09-21,entrance
126118,126118,2015-09-25 15:03:19,20154519024544-322,2,entrance4,2015-09-25,entrance
126132,126132,2015-09-25 15:12:36,20154519024544-322,2,general-gate5,2015-09-25,general-gate
126150,126150,2015-09-25 15:23:22,20154519024544-322,2,general-gate2,2015-09-25,general-gate
126154,126154,2015-09-25 15:26:22,20154519024544-322,2,ranger-stop0,2015-09-25,ranger-stop
126159,126159,2015-09-25 15:29:11,20154519024544-322,2,ranger-stop2,2015-09-25,ranger-stop
126163,126163,2015-09-25 15:31:38,20154519024544-322,2,general-gate1,2015-09-25,general-gate
126177,126177,2015-09-25 15:42:03,20154519024544-322,2,general-gate4,2015-09-25,general-gate
126188,126188,2015-09-25 15:48:36,20154519024544-322,2,general-gate7,2015-09-25,general-gate
126199,126199,2015-09-25 15:57:43,20154519024544-322,2,camping4,2015-09-25,camping
127940,127940,2015-09-27 23:37:22,20154519024544-322,2,camping4,2015-09-27,camping
127941,127941,2015-09-27 23:46:23,20154519024544-322,2,general-gate7,2015-09-27,general-gate
127943,127943,2015-09-27 23:52:57,20154519024544-322,2,general-gate4,2015-09-27,general-gate
127944,127944,2015-09-28 00:03:23,20154519024544-322,2,general-gate1,2015-09-28,general-gate
127945,127945,2015-09-28 00:05:50,20154519024544-322,2,ranger-stop2,2015-09-28,ranger-stop
127946,127946,2015-09-28 00:08:40,20154519024544-322,2,ranger-stop0,2015-09-28,ranger-stop
127947,127947,2015-09-28 00:11:40,20154519024544-322,2,general-gate2,2015-09-28,general-gate
127953,127953,2015-09-28 00:22:25,20154519024544-322,2,general-gate5,2015-09-28,general-gate
127954,127954,2015-09-28 00:31:46,20154519024544-322,2,entrance4,2015-09-28,entrance
130721,130721,2015-10-02 14:42:56,20154519024544-322,2,entrance4,2015-10-02,entrance
130723,130723,2015-10-02 14:52:13,20154519024544-322,2,general-gate5,2015-10-02,general-gate
130726,130726,2015-10-02 15:02:59,20154519024544-322,2,general-gate2,2015-10-02,general-gate
130728,130728,2015-10-02 15:05:59,20154519024544-322,2,ranger-stop0,2015-10-02,ranger-stop
130730,130730,2015-10-02 15:08:48,20154519024544-322,2,ranger-stop2,2015-10-02,ranger-stop
130732,130732,2015-10-02 15:11:15,20154519024544-322,2,general-gate1,2015-10-02,general-gate
130735,130735,2015-10-02 15:21:40,20154519024544-322,2,general-gate4,2015-10-02,general-gate
130736,130736,2015-10-02 15:28:13,20154519024544-322,2,general-gate7,2015-10-02,general-gate
130739,130739,2015-10-02 15:37:20,20154519024544-322,2,camping4,2015-10-02,camping
131560,131560,2015-10-04 23:42:30,20154519024544-322,2,camping4,2015-10-04,camping
131563,131563,2015-10-04 23:51:31,20154519024544-322,2,general-gate7,2015-10-04,general-gate
131566,131566,2015-10-04 23:58:05,20154519024544-322,2,general-gate4,2015-10-04,general-gate
131568,131568,2015-10-05 00:08:31,20154519024544-322,2,general-gate1,2015-10-05,general-gate
131569,131569,2015-10-05 00:10:58,20154519024544-322,2,ranger-stop2,2015-10-05,ranger-stop
131571,131571,2015-10-05 00:13:48,20154519024544-322,2,ranger-stop0,2015-10-05,ranger-stop
131572,131572,2015-10-05 00:16:48,20154519024544-322,2,general-gate2,2015-10-05,general-gate
131574,131574,2015-10-05 00:27:33,20154519024544-322,2,general-gate5,2015-10-05,general-gate
131575,131575,2015-10-05 00:36:54,20154519024544-322,2,entrance4,2015-10-05,entrance
135225,135225,2015-10-19 18:38:45,20155705025759-63,1,camping0,2015-10-19,camping
135228,135228,2015-10-19 18:58:52,20155705025759-63,1,camping2,2015-10-19,camping
140834,140834,2015-11-22 12:55:11,20155705025759-63,1,camping2,2015-11-22,camping
140837,140837,2015-11-22 13:12:43,20155705025759-63,1,general-gate7,2015-11-22,general-gate
140840,140840,2015-11-22 13:19:39,20155705025759-63,1,general-gate4,2015-11-22,general-gate
140841,140841,2015-11-22 13:30:39,20155705025759-63,1,general-gate1,2015-11-22,general-gate
140842,140842,2015-11-22 13:33:14,20155705025759-63,1,ranger-stop2,2015-11-22,ranger-stop
140843,140843,2015-11-22 13:36:14,20155705025759-63,1,ranger-stop0,2015-11-22,ranger-stop
140844,140844,2015-11-22 13:39:24,20155705025759-63,1,general-gate2,2015-11-22,general-gate
140845,140845,2015-11-22 13:50:46,20155705025759-63,1,general-gate5,2015-11-22,general-gate
140846,140846,2015-11-22 14:00:56,20155705025759-63,1,camping6,2015-11-22,camping
144101,144101,2015-12-22 17:43:02,20155705025759-63,1,camping6,2015-12-22,camping
144102,144102,2015-12-22 17:53:06,20155705025759-63,1,general-gate5,2015-12-22,general-gate
144103,144103,2015-12-22 18:04:28,20155705025759-63,1,general-gate2,2015-12-22,general-gate
144104,144104,2015-12-22 18:07:39,20155705025759-63,1,ranger-stop0,2015-12-22,ranger-stop
144105,144105,2015-12-22 18:10:38,20155705025759-63,1,ranger-stop2,2015-12-22,ranger-stop
144106,144106,2015-12-22 18:13:13,20155705025759-63,1,general-gate1,2015-12-22,general-gate
144107,144107,2015-12-22 18:24:14,20155705025759-63,1,general-gate4,2015-12-22,general-gate
144108,144108,2015-12-22 18:31:11,20155705025759-63,1,general-gate7,2015-12-22,general-gate
144109,144109,2015-12-22 18:44:38,20155705025759-63,1,camping3,2015-12-22,camping
144446,144446,2015-12-26 17:33:54,20153326053354-839,2P,ranger-base,2015-12-26,ranger-base
144447,144447,2015-12-26 17:35:30,20153326053354-839,2P,gate8,2015-12-26,gate
144448,144448,2015-12-26 17:45:51,20153326053354-839,2P,general-gate5,2015-12-26,general-gate
144449,144449,2015-12-26 17:57:56,20153326053354-839,2P,general-gate2,2015-12-26,general-gate
144450,144450,2015-12-26 18:01:18,20153326053354-839,2P,ranger-stop0,2015-12-26,ranger-stop
144451,144451,2015-12-26 18:21:20,20153326053354-839,2P,ranger-stop0,2015-12-26,ranger-stop
144452,144452,2015-12-26 18:24:31,20153326053354-839,2P,ranger-stop2,2015-12-26,ranger-stop
144453,144453,2015-12-26 18:27:17,20153326053354-839,2P,general-gate1,2015-12-26,general-gate
144454,144454,2015-12-26 18:39:02,20153326053354-839,2P,general-gate4,2015-12-26,general-gate
144455,144455,2015-12-26 18:46:25,20153326053354-839,2P,general-gate7,2015-12-26,general-gate
144456,144456,2015-12-26 18:59:35,20153326053354-839,2P,ranger-stop4,2015-12-26,ranger-stop
144457,144457,2015-12-26 19:09:37,20153326053354-839,2P,ranger-stop4,2015-12-26,ranger-stop
144458,144458,2015-12-26 19:22:44,20153326053354-839,2P,general-gate7,2015-12-26,general-gate
144459,144459,2015-12-26 19:37:55,20153326053354-839,2P,gate2,2015-12-26,gate
144460,144460,2015-12-26 19:43:05,20153326053354-839,2P,ranger-stop1,2015-12-26,ranger-stop
144461,144461,2015-12-26 20:01:07,20153326053354-839,2P,ranger-stop1,2015-12-26,ranger-stop
144462,144462,2015-12-26 20:06:11,20153326053354-839,2P,gate2,2015-12-26,gate
144463,144463,2015-12-26 20:21:23,20153326053354-839,2P,general-gate7,2015-12-26,general-gate
144464,144464,2015-12-26 20:35:03,20153326053354-839,2P,gate6,2015-12-26,gate
144465,144465,2015-12-26 20:36:11,20153326053354-839,2P,ranger-stop6,2015-12-26,ranger-stop
144466,144466,2015-12-26 20:37:12,20153326053354-839,2P,gate5,2015-12-26,gate
144467,144467,2015-12-26 20:42:26,20153326053354-839,2P,general-gate5,2015-12-26,general-gate
144468,144468,2015-12-26 20:51:00,20153326053354-839,2P,gate3,2015-12-26,gate
144469,144469,2015-12-26 20:52:54,20153326053354-839,2P,ranger-stop3,2015-12-26,ranger-stop
144470,144470,2015-12-26 21:45:56,20153326053354-839,2P,ranger-stop3,2015-12-26,ranger-stop
144471,144471,2015-12-26 21:47:45,20153326053354-839,2P,gate3,2015-12-26,gate
144472,144472,2015-12-26 21:53:20,20153326053354-839,2P,camping8,2015-12-26,camping
144473,144473,2015-12-26 21:54:23,20153326053354-839,2P,general-gate3,2015-12-26,general-gate
144474,144474,2015-12-26 22:05:46,20153326053354-839,2P,gate4,2015-12-26,gate
144475,144475,2015-12-26 22:07:37,20153326053354-839,2P,ranger-stop5,2015-12-26,ranger-stop
144476,144476,2015-12-26 22:12:39,20153326053354-839,2P,ranger-stop5,2015-12-26,ranger-stop
144477,144477,2015-12-26 22:14:24,20153326053354-839,2P,gate4,2015-12-26,gate
144478,144478,2015-12-26 22:22:15,20153326053354-839,2P,gate5,2015-12-26,gate
144479,144479,2015-12-26 22:23:18,20153326053354-839,2P,ranger-stop6,2015-12-26,ranger-stop
144480,144480,2015-12-26 22:37:20,20153326053354-839,2P,ranger-stop6,2015-12-26,ranger-stop
144481,144481,2015-12-26 22:38:26,20153326053354-839,2P,gate6,2015-12-26,gate
144482,144482,2015-12-26 22:55:29,20153326053354-839,2P,gate7,2015-12-26,gate
144483,144483,2015-12-26 22:56:36,20153326053354-839,2P,ranger-stop7,2015-12-26,ranger-stop
144484,144484,2015-12-26 23:02:38,20153326053354-839,2P,ranger-stop7,2015-12-26,ranger-stop
144485,144485,2015-12-26 23:03:42,20153326053354-839,2P,gate7,2015-12-26,gate
144486,144486,2015-12-26 23:14:25,20153326053354-839,2P,general-gate4,2015-12-26,general-gate
144487,144487,2015-12-26 23:26:10,20153326053354-839,2P,general-gate1,2015-12-26,general-gate
144488,144488,2015-12-26 23:28:55,20153326053354-839,2P,ranger-stop2,2015-12-26,ranger-stop
144489,144489,2015-12-27 00:24:57,20153326053354-839,2P,ranger-stop2,2015-12-27,ranger-stop
144490,144490,2015-12-27 00:28:08,20153326053354-839,2P,ranger-stop0,2015-12-27,ranger-stop
144491,144491,2015-12-27 00:31:30,20153326053354-839,2P,general-gate2,2015-12-27,general-gate
144492,144492,2015-12-27 00:43:36,20153326053354-839,2P,general-gate5,2015-12-27,general-gate
144493,144493,2015-12-27 00:53:58,20153326053354-839,2P,gate8,2015-12-27,gate
144494,144494,2015-12-27 00:55:36,20153326053354-839,2P,ranger-base,2015-12-27,ranger-base
145263,145263,2016-01-06 06:41:04,20164106064104-865,2P,ranger-base,2016-01-06,ranger-base
145264,145264,2016-01-06 06:42:45,20164106064104-865,2P,gate8,2016-01-06,gate
145268,145268,2016-01-06 06:53:39,20164106064104-865,2P,general-gate5,2016-01-06,general-gate
145270,145270,2016-01-06 07:06:27,20164106064104-865,2P,general-gate2,2016-01-06,general-gate
145273,145273,2016-01-06 07:10:00,20164106064104-865,2P,ranger-stop0,2016-01-06,ranger-stop
145274,145274,2016-01-06 07:13:22,20164106064104-865,2P,ranger-stop2,2016-01-06,ranger-stop
145275,145275,2016-01-06 07:16:24,20164106064104-865,2P,ranger-stop2,2016-01-06,ranger-stop
145276,145276,2016-01-06 07:19:17,20164106064104-865,2P,general-gate1,2016-01-06,general-gate
145277,145277,2016-01-06 07:31:39,20164106064104-865,2P,general-gate4,2016-01-06,general-gate
145278,145278,2016-01-06 07:42:58,20164106064104-865,2P,gate7,2016-01-06,gate
145279,145279,2016-01-06 07:44:09,20164106064104-865,2P,ranger-stop7,2016-01-06,ranger-stop
145292,145292,2016-01-06 08:17:11,20164106064104-865,2P,ranger-stop7,2016-01-06,ranger-stop
145293,145293,2016-01-06 08:18:19,20164106064104-865,2P,gate7,2016-01-06,gate
145297,145297,2016-01-06 08:36:14,20164106064104-865,2P,gate6,2016-01-06,gate
145299,145299,2016-01-06 08:37:26,20164106064104-865,2P,ranger-stop6,2016-01-06,ranger-stop
145306,145306,2016-01-06 09:05:28,20164106064104-865,2P,ranger-stop6,2016-01-06,ranger-stop
145307,145307,2016-01-06 09:06:32,20164106064104-865,2P,gate5,2016-01-06,gate
145309,145309,2016-01-06 09:14:49,20164106064104-865,2P,gate4,2016-01-06,gate
145310,145310,2016-01-06 09:16:47,20164106064104-865,2P,ranger-stop5,2016-01-06,ranger-stop
145313,145313,2016-01-06 09:51:49,20164106064104-865,2P,ranger-stop5,2016-01-06,ranger-stop
145314,145314,2016-01-06 09:53:40,20164106064104-865,2P,gate4,2016-01-06,gate
145317,145317,2016-01-06 10:05:43,20164106064104-865,2P,general-gate3,2016-01-06,general-gate
145318,145318,2016-01-06 10:06:48,20164106064104-865,2P,camping8,2016-01-06,camping
145319,145319,2016-01-06 10:12:41,20164106064104-865,2P,gate3,2016-01-06,gate
145320,145320,2016-01-06 10:14:42,20164106064104-865,2P,ranger-stop3,2016-01-06,ranger-stop
145337,145337,2016-01-06 10:50:44,20164106064104-865,2P,ranger-stop3,2016-01-06,ranger-stop
145338,145338,2016-01-06 10:52:39,20164106064104-865,2P,gate3,2016-01-06,gate
145340,145340,2016-01-06 11:01:43,20164106064104-865,2P,general-gate5,2016-01-06,general-gate
145341,145341,2016-01-06 11:07:14,20164106064104-865,2P,gate5,2016-01-06,gate
145342,145342,2016-01-06 11:08:20,20164106064104-865,2P,ranger-stop6,2016-01-06,ranger-stop
145343,145343,2016-01-06 11:09:30,20164106064104-865,2P,gate6,2016-01-06,gate
145344,145344,2016-01-06 11:23:55,20164106064104-865,2P,general-gate7,2016-01-06,general-gate
145350,145350,2016-01-06 11:39:58,20164106064104-865,2P,gate2,2016-01-06,gate
145351,145351,2016-01-06 11:45:24,20164106064104-865,2P,ranger-stop1,2016-01-06,ranger-stop
145354,145354,2016-01-06 12:35:26,20164106064104-865,2P,ranger-stop1,2016-01-06,ranger-stop
145355,145355,2016-01-06 12:40:45,20164106064104-865,2P,gate2,2016-01-06,gate
145357,145357,2016-01-06 12:56:48,20164106064104-865,2P,general-gate7,2016-01-06,general-gate
145359,145359,2016-01-06 13:10:43,20164106064104-865,2P,ranger-stop4,2016-01-06,ranger-stop
145365,145365,2016-01-06 13:49:45,20164106064104-865,2P,ranger-stop4,2016-01-06,ranger-stop
145368,145368,2016-01-06 14:03:34,20164106064104-865,2P,general-gate7,2016-01-06,general-gate
145369,145369,2016-01-06 14:11:19,20164106064104-865,2P,general-gate4,2016-01-06,general-gate
145371,145371,2016-01-06 14:23:41,20164106064104-865,2P,general-gate1,2016-01-06,general-gate
145374,145374,2016-01-06 14:26:35,20164106064104-865,2P,ranger-stop2,2016-01-06,ranger-stop
145376,145376,2016-01-06 14:29:57,20164106064104-865,2P,ranger-stop0,2016-01-06,ranger-stop
145379,145379,2016-01-06 15:10:59,20164106064104-865,2P,ranger-stop0,2016-01-06,ranger-stop
145380,145380,2016-01-06 15:14:31,20164106064104-865,2P,general-gate2,2016-01-06,general-gate
145382,145382,2016-01-06 15:27:20,20164106064104-865,2P,general-gate5,2016-01-06,general-gate
145384,145384,2016-01-06 15:38:16,20164106064104-865,2P,gate8,2016-01-06,gate
145385,145385,2016-01-06 15:40:00,20164106064104-865,2P,ranger-base,2016-01-06,ranger-base
147405,147405,2016-01-26 15:18:23,20155705025759-63,1,camping3,2016-01-26,camping
147406,147406,2016-01-26 15:22:40,20155705025759-63,1,camping4,2016-01-26,camping
152076,152076,2016-03-01 18:11:21,20155705025759-63,1,camping4,2016-03-01,camping
152077,152077,2016-03-01 18:20:10,20155705025759-63,1,camping0,2016-03-01,camping
156318,156318,2016-03-31 13:37:07,20155705025759-63,1,camping0,2016-03-31,camping
156319,156319,2016-03-31 13:45:56,20155705025759-63,1,camping4,2016-03-31,camping
161666,161666,2016-05-03 08:00:52,20155705025759-63,1,camping4,2016-05-03,camping
161669,161669,2016-05-03 08:12:37,20155705025759-63,1,camping2,2016-05-03,camping
167610,167610,2016-05-20 14:15:42,20155705025759-63,1,camping2,2016-05-20,camping
167620,167620,2016-05-20 14:33:14,20155705025759-63,1,general-gate7,2016-05-20,general-gate
167627,167627,2016-05-20 14:43:07,20155705025759-63,1,camping5,2016-05-20,camping
13747,13747,2015-06-05 14:57:59,20155705025759-63,1,entrance0,2015-06-05,entrance
13749,13749,2015-06-05 14:59:26,20155705025759-63,1,general-gate1,2015-06-05,general-gate
13754,13754,2015-06-05 15:02:01,20155705025759-63,1,ranger-stop2,2015-06-05,ranger-stop
13760,13760,2015-06-05 15:05:01,20155705025759-63,1,ranger-stop0,2015-06-05,ranger-stop
13761,13761,2015-06-05 15:08:11,20155705025759-63,1,general-gate2,2015-06-05,general-gate
13773,13773,2015-06-05 15:19:33,20155705025759-63,1,general-gate5,2015-06-05,general-gate
13788,13788,2015-06-05 15:29:43,20155705025759-63,1,camping6,2015-06-05,camping
19165,19165,2015-06-12 13:41:14,20154112014114-381,1,entrance0,2015-06-12,entrance
19166,19166,2015-06-12 13:42:37,20154112014114-381,1,general-gate1,2015-06-12,general-gate
19169,19169,2015-06-12 13:45:04,20154112014114-381,1,ranger-stop2,2015-06-12,ranger-stop
19172,19172,2015-06-12 13:47:53,20154112014114-381,1,ranger-stop0,2015-06-12,ranger-stop
19174,19174,2015-06-12 13:50:52,20154112014114-381,1,general-gate2,2015-06-12,general-gate
19185,19185,2015-06-12 14:01:35,20154112014114-381,1,general-gate5,2015-06-12,general-gate
19197,19197,2015-06-12 14:11:10,20154112014114-381,1,camping6,2015-06-12,camping
21317,21317,2015-06-14 22:25:09,20154112014114-381,1,camping6,2015-06-14,camping
21322,21322,2015-06-14 22:34:40,20154112014114-381,1,general-gate5,2015-06-14,general-gate
21326,21326,2015-06-14 22:45:23,20154112014114-381,1,general-gate2,2015-06-14,general-gate
21327,21327,2015-06-14 22:48:21,20154112014114-381,1,ranger-stop0,2015-06-14,ranger-stop
21328,21328,2015-06-14 22:51:11,20154112014114-381,1,ranger-stop2,2015-06-14,ranger-stop
21329,21329,2015-06-14 22:53:36,20154112014114-381,1,general-gate1,2015-06-14,general-gate
21330,21330,2015-06-14 22:55:03,20154112014114-381,1,entrance0,2015-06-14,entrance
25212,25212,2015-06-19 13:42:57,20154112014114-381,1,entrance0,2015-06-19,entrance
